Pesticides Database - Active Substances (File created on 2021-05-18),,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
Active Substance ID,Substance,Category,Status under Reg. (EC) No 1107/2009,Date of approval,Expiration of approval,Legislation,Remark,RMS,Co-RMS,Assess Risk,Reg 396/2005,Candidate for substitution,Basic substance,Low-risk a.s.,ADI (mg/kg bw/d), Source/Year, Remark, ARfD (mg/kg bw), Source/Year, Remark, AOEL (mg/kg bw/d), Source/Year, Remark, Classification (Reg. 1272/2008), Authorised
506,Carbendazim,FU,Not approved,,,"2006/135/EC, 2010/70/EC, 2011/58/EU, Reg (EU) 2015/408, Reg. (EU) No 540/2011, Reg. (EU) No 542/2011",<p>Max. period of grace: 31/05/2016.</p>,DE,SI,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) No 559/2011, Reg. (EU) No 893/2010",toxic for reproduction 1A / 1B,,,0.02 mg/kg bw/day,Dir 06/135,,0.02 mg/kg bw,Dir 06/135,,0.02 mg/kg bw/day,Dir 06/135,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Muta. 1B - H340, Repr. 1B - H360FD",
507,Carbetamide,HB,Approved,01/06/2011,31/05/2021,"2011/50/EU, Reg. (EU) 2018/155, Reg. (EU) 2020/1295, Reg. (EU) No 540/2011",Decision 2008/934</a>. Included as from 1 June 2011 following re-submission for inclusion according to Reg. 33/2008.<br /><br />The original RMS was UK.<br /><br />The original Co-RMS was Fra,SE,BE,COM,"Reg. (EC) No 149/2008, Reg. (EU) 2017/170",toxic for reproduction 1A / 1B,,,,,,0.3 mg/kg bw,11/50/EU,,0.12 mg/kg bw/day,11/50/EU,,"Acute Tox. 4 - H302, Aquatic Chronic 2 - H411, Carc. 2 - H351, Repr. 1B - H360D","AT, BE, DE, FR, NL, UK"
508,Carbofuran,"AC, IN, NE",Not approved,,,2007/416,,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 520/2011 , Reg. (EU) No 899/2012, Regulation (EU) 2015/399",,,,0.00015 mg/kg bw/day,EFSA 09,,0.00015 mg/kg bw,EFSA 09,,0.0003 mg/kg bw/day,EFSA 09,,"Acute Tox. 2 - H300, Acute Tox. 2 - H330, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",
509,Carbon dioxide (active substance),"IN, RO",Approved,01/09/2009,31/08/2021,"2008/127, Reg. (EU) 2017/195, Reg. (EU) 2020/1160, Reg. (EU) No 532/2013, Reg. (EU) No 540/2011",<p>Substance fulfilling criteria Annex VI Reg. 2229/2004</p>,FR,AT,EFSA,Reg. (EC) No 839/2008,,,,Not appl.,EFSA 2013,,Not appl.,EFSA 2013,,Not appl.,EFSA 2013,,,"AT, DE, UK"
1454,Carbon dioxide (basic substance),,Not approved,,,Reg. (EU) 2021/80,,,,,,,Yes,,,,,,,,,,,,
510,Carbon disulphide,"IN, NE",Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,"Eye Irrit. 2 - H319, Flam. Liq. 2 - H225, Repr. 2 - H361fd, STOT RE 1 - H372, Skin Irrit. 2 - H315",
511,Carbon monoxide,RO,Not approved,,,2008/967,Substance fulfilling criteria Annex VII Reg. 2229/2004,,,,Reg. (EU) 2015/400,,,,,,,,,,,,,"Carc. 1B - H350, Flam. Gas 1 - H220, Muta. 1B - H340",
1456,Carbon tetrachloride,,Not approved,,,,,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2021/155",,,,,,,,,,,,,,
512,Carbophenothion,"AC, IN",Not approved,,,2002/2076,,,,,,,,,0.0005 mg/kg bw/day,JMPR 1980,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",
513,Carbosulfan,"IN, NE",Not approved,,,2007/415,,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 520/2011 , Reg. (EU) No 899/2012, Regulation (EU) 2015/399",,,,0.005 mg/kg bw/day,EFSA 09,,0.005 mg/kg bw,EFSA 09,,0.005 mg/kg bw/day,EFSA 09,,"Acute Tox. 2 - H330, Acute Tox. 3 - H301, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Sens. 1 - H317",
514,Carboxin,FU,Approved,01/06/2011,31/05/2021,"2011/52/EU, Reg. (EU) No 2018/1266, Reg. (EU) No 2019/324, Reg. (EU) No 540/2011",Initially non included by Decision 2008/934. Included as from 1 June 2011 following re-submission for inclusion according to Reg. 33/2008.,HR,LV,COM,"Reg. (EC) No 149/2008, Reg. (EU) 2019/90",,,,,,,Not appl.,11/52/EU,,0.055 mg/kg bw/day,11/52/EU,,,"BG, EE, UK"
515,Carfentrazone-ethyl,HB,Approved,01/08/2018,31/07/2033,"03/68/EC, Reg. (EU) 2016/950, Reg. (EU) 2017/841, Reg. (EU) 2018/1061, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012",The original RMS was France.,BE,FR,EFSA,Reg. (EC) No 149/2008,,,,0.03 mg/kg bw/day,Reg. (EU) 2018/1061,,Not appl.,Reg. (EU) 2018/1061,,0.4 mg/kg bw/day,Reg. (EU) 2018/1061,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","AT, BE, CZ, DE, EE, EL, ES, FI, FR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, SE, SK, UK"
1068,Carpropamide,FU,Not approved,,,,Never notified and authorised in the EU,,,,,,,,,,,,,,,,,,
516,Cartap,IN,Not approved,,,2002/2076,,,,,Reg. (EC) No 149/2008,,,,,,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",
517,Carvone,PG,Approved,01/08/2019,31/07/2034,"08/44/EC, Reg. (EU) 2018/917, Reg. (EU) 2019/706, Reg. (EU) 2020/653, Reg. (EU) No 540/2011",,NL,SE,EFSA,Reg. (EU) 2016/1726,,,,0.6 mg/kg bw/day,Reg.(EU) No 2019/706,,Not appl.,Reg.(EU) No 2019/706,,0.6 mg/kg bw/day,Reg.(EU) No 2019/706,,Skin Sens. 1 - H317,NL
518,Casein,,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,
1065,Cerevisane,,Approved,23/04/2015,23/04/2030,Reg. (EU) 2015/553,,FR,,EFSA,Reg. (EU) 2016/143,,,Yes,Not appl.,Reg. (EU) 2015/553,,Not appl.,Reg. (EU) 2015/553,,Not appl.,Reg. (EU) 2015/553,,,"AT, BE, DE, EL, ES, FR, IT, NL, PL, PT, UK"
519,Cetrimide,HB,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
520,Chinin hydrochlorid,,Not approved,,,2008/317,,,,,,,,,,,,,,,,,,,
521,Chinomethionat (aka quinomethionate),"AC, FU",Not approved,,,2002/2076,,,,,,,,,0.006 mg/kg bw/day,JMPR 1987,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H312, Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Irrit. 2 - H319, Repr. 2 - H361f, STOT RE 2 - H373, Skin Sens. 1 - H317",
1193,Chitosan hydrochloride,,Approved,,,"Reg. (EU) No 540/2011, Reg. (EU) No 563/2014",,,,,Reg. (EU) 2015/165,,Yes,,Not appl.,Reg. (EU) No 563/2014,,Not appl.,Reg. (EU) No 563/2014,,Not appl.,Reg. (EU) No 563/2014,,,
1072,Chlobenthiazone,FU,Not approved,,,,Never notified and authorised in the EU,,,,,,,,,,,,,,,,,,
522,Chlomethoxyfen,HB,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
523,Chloral-bis-acylal,PG,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
525,Chloral-semi-acetal,HB,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
524,Chloralose,RO,Not approved,,,,Rodenticide,,,,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, STOT SE 3 - H336",
1351,Chloramben,HB,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
526,Chlorantraniliprole,IN,Approved,01/05/2014,31/12/2024,"2007/560/EC, Reg. (EU) 2018/155, Reg. (EU) 2020/2007, Reg. (EU) No 1199/2013, Reg. (EU) No 540/2011",,IE,DE,EFSA,"Reg. (EC) No 459/2010, Reg. (EC) No 839/2008, Reg. (EU) 2015/845, Reg. (EU) 2016/567, Reg. (EU) 2018/687, Reg. (EU) 2019/50, Reg. (EU) 2020/1565, Reg. (EU) No 241/2013, Reg. (EU) No 36/2014, Reg. (EU) No 441/2012, Reg. (EU) No 460/2011, Reg. (EU) No 978/2011 , Regulation (EU) 2017/1016, SANTE/12328/2020",,,,1.56 mg/kg bw/day,EFSA 2013,,Not appl.,EFSA 2013,,0.36 mg/kg bw/day,EFSA 2013,,,"AT, BE, BG, CY, CZ, DE, EL, ES, FR, HR, HU, IE, IT, LT, LU, MT, NL, PL, PT, RO, SI, SK, UK"
527,"Chlorates (incl. Mg, Na, K chlorates)",HB,Not approved,,,2008/865,Substance fulfilling criteria Annex VI Reg 1490/2002.,,,,Reg. (EU) 2020/749,,,,,,,,,,,,,,
528,Chlorbenside,,Not approved,,,,Never notified and authorised in the EU,,,,Reg. (EC) No 149/2008,,,,,,,,,,,,,,
529,Chlorbromuron,HB,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
530,Chlorbufam,HB,Not approved,,,2002/2076,,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/868",,,,,,,,,,,,,,
1352,Chlordane,,Not approved,,,,Banned,,,,Reg. (EC) No 149/2008,,,,,,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H312, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351",
531,Chlordecone,,Not approved,,,,Banned,,,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, SANTE/12510/2019",,,,,,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351",
532,Chloretazate (ISO: karetazan),PG,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
987,Chlorethoxyfos,IN,Not approved,,,,Never notified and authorised in the EU,,,,,,,,,,,,,,,,,,
533,Chlorfenapyr,"AC, IN",Not approved,,,2001/697/EC,,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 899/2012",,,,0.015 mg/kg bw/day,ECCO 99,,0.015 mg/kg bw,ECOO 99,,,,,"Acute Tox. 3 - H331, Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",
534,Chlorfenprop,HB,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
1353,Chlorfenson (aka chlorfenizon),"AC, IN",Not approved,,,2002/2076,,,,,Reg. (EC) No 149/2008,,,,0.01 mg/kg bw/day,JMPR 1965,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Irrit. 2 - H315",
1020,Chlorfenvinphos,IN,Not approved,,,,Essential use 835/2004,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 1138/2013, Reg. (EU) No 310/2011",,,,,,,,,,,,,"Acute Tox. 2 - H300, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",
535,Chlorfluazuron,IN,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
536,Chlorflurenol (chlorflurecol),PG,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,
537,Chlorhydrate of poly(iminino imido biguanidine),"BA, FU",Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,
538,Chloridazon (aka pyrazone),HB,Not approved,,,"2008/41, Reg. (EU) No 540/2011",,DE,PL,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2016/1015",,,,0.1 mg/kg bw/day,Dir 08/41,,Not appl.,Dir 08/41,,0.2 mg/kg bw/day,Dir 08/41,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Sens. 1 - H317","BE, HU, NL, PL, SK, UK"
1220,Chlorimuron,HB,Not approved,,,,Never notified and authorised in the EU,,,,,,,,,,,,,,,,,,
662,Chlorine dioxide,FU,Not approved,,,,Never notified and authorised in the EU,,,,,,,,,,,,,,,,,"Acute Tox. 2 - H330, Aquatic Acute 1 - H400, Ox. Gas 1 - H270, Press. Gas - /, Skin Corr. 1B - H314",
1354,Chlormephos,IN,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,"Acute Tox. 1 - H310, Acute Tox. 2 - H300, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",
539,Chlormequat,PG,Approved,01/12/2009,30/11/2021,"2010/2/EU, Reg. (EU) 2018/155, Reg. (EU) No 540/2011",Reg. (EU) 2017/555<br /><br />The original RMS was UK.<br />,AT,IT,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 822/2009, Reg. (EC) No 822/2009 (Corrigendum), Reg. (EC) No 839/2008, Reg. (EU) 2017/693, Reg. (EU) 2019/1561, Reg. (EU) 2019/552, Reg. (EU) 2020/1565, Reg. (EU) No 737/2014",,,,0.04 mg/kg bw/day,EFSA 08,,0.09 mg/kg bw,EFSA 08,,0.04 mg/kg bw/day,EFSA 08,,"Acute Tox. 4 - H302, Acute Tox. 4 - H312","AT, BE, BG, CZ, DE, DK, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK, UK"
540,Chlorobenzilate,AC,Not approved,,,2002/2076,,,,,Reg. (EC) No 149/2008,,,,0.02 mg/kg bw/day,JMPR 1980,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",
704,Chloroneb,FU,Not approved,,,,Never notified and authorised in the EU,,,,,,,,,,,,,,,,,,
541,Chlorophacinone,RO,Not approved,,,,Rodenticide,,,,,,,,,,,,,,,,,"Acute Tox. 1 - H300, Acute Tox. 1 - H310, Acute Tox. 1 - H330, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Repr. 1B - H360D, STOT RE 1 - H372",
542,Chlorophylline,"BA, FU",Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,
1355,Chloropicrin,NE,Pending,,,"2008/934, Reg. (EU) No 1381/2011",Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 18/06/2014.<br /><br />Former RMS: UK,IT,,,"Reg. (EC) No 839/2008, Reg. (EU) 2015/603",,,,,,,0.001 mg/kg bw,EFSA 11,,0.001 mg/kg bw/day,EFSA 11,,,
543,Chloropropylate,AC,Not approved,,,Reg. (EC) No 2076/2002,,,,,,,,,,,,,,,,,,,
544,Chlorothalonil,FU,Not approved,,,"05/53/EC, Reg. (EU) 2017/1511, Reg. (EU) 2018/1262, Reg. (EU) 2019/677, Reg. (EU) No 533/2013, Reg. (EU) No 540/2011",Withdrawal authorisations by 20&nbsp;November 2019.<br />Max period of grace: 20&nbsp;May 2020.,NL,BE,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2016/67, Reg. (EU) 2021/155, Reg. (EU) No 1146/2014, Reg. (EU) No 441/2012, Reg. (EU) No 765/2010",,,,0.015 mg/kg bw/day,Reg. (EU) 2019/677,,0.05 mg/kg bw,Reg. (EU) 2019/677,,0.003 mg/kg bw/day,Reg. (EU) 2019/677,,"Acute Tox. 2 - H330, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, Eye Dam. 1 - H318, STOT SE 3 - H335, Skin Sens. 1 - H317","CZ, ES, SK, UK"
545,Chlorotoluron,HB,Approved,01/03/2006,31/10/2021,"05/53/EC, Reg. (EU) 2017/1511, Reg. (EU) 2018/1262, Reg. (EU) 2019/1589, Reg. (EU) 2020/1511, Reg. (EU) No 533/2013, Reg. (EU) No 540/2011",The original RMS was Spain.<br /><br /><br />,BG,FR,COM,"Reg. (EC) No 149/2008, Reg. (EU) No 87/2014","endocrine disrupting properties, two PBT criteria",,,0.04 mg/kg bw/day,Dir 05/53,,Not appl.,Dir 05/53,,0.215 mg/kg bw/day,Dir 05/53,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, Repr. 2 - H361d","AT, BE, BG, CZ, DE, EE, EL, ES, FR, HR, HU, IE, IT, LV, PL, PT, RO, SI, SK, UK"
546,Chloroxuron,HB,Not approved,,,2002/2076,,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/868",,,,,,,,,,,,,,
547,Chlorphonium chloride,PG,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 4 - H312, Eye Irrit. 2 - H319, Skin Irrit. 2 - H315",
1356,Chlorpropham,"HB, PG",Not approved,,,"04/20/EC, Reg. (EU) 2017/841, Reg. (EU) 2018/917, Reg. (EU) 2019/989, Reg. (EU) No 540/2011",Withdrawal of authorisations by 8&nbsp;January 2020.<br />Max. period of grace: 8&nbsp;October 2020.,NL,ES,,"Reg. (EC) No 149/2008, Reg. (EU) 2021/155, Reg. (EU) No 79/2014",,,,0.05 mg/kg bw/day,Reg. (EU) No 2019/989,,0.5 mg/kg bw,Reg. (EU) No 2019/989,,0.05 mg/kg bw/day,Reg. (EU) No 2019/989,,"Aquatic Chronic 2 - H411, Carc. 2 - H351, STOT RE 2 - H373","EE, ES, SE, UK"
548,Chlorpyrifos,"AC, IN",Not approved,01/07/2006,16/01/2020,"05/72/EC, Reg. (EU) 2018/1796, Reg. (EU) 2020/18, Reg. (EU) 84/2018, Reg. (EU) No 540/2011, Reg. (EU) No 762/2013",<p>Withdrawal of authorisations: 16 February 2020</p><p>Maximum grace period: by 16 April 2020.</p>,ES,PL,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2016/60, Reg. (EU) 2018/686, Reg. (EU) 2020/1085",,,,,Reg. (EU) 2020/18,Not set due to insufficient data,,Reg. (EU) 2020/18,Not set due to insufficient data,,Reg. (EU) 2020/18,Not set due to insufficient data,"Acute Tox. 3 - H301, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","ES, PL"
549,Chlorpyrifos-methyl,"AC, IN",Not approved,01/07/2006,16/01/2020,"05/72/EC, Reg. (EU) 2018/1796, Reg. (EU) 2020/17, Reg. (EU) 84/2018, Reg. (EU) No 540/2011, Reg. (EU) No 762/2013",<p>Withdrawal of authorisations: 16 February 2020</p><p>Maximum Grace period: 16 April 2020.</p>,ES,PL,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2018/686, Reg. (EU) 2018/70, Reg. (EU) 2020/1085",,,,,Reg. (EU) 2020/17,Not set due to insufficient data,,Reg. (EU) 2020/17,Not set due to insufficient data,,Reg. (EU) 2020/17,Not set due to insufficient data,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Sens. 1 - H317","ES, IT, PL"
550,Chlorsulfuron,HB,Not approved,01/01/2010,31/12/2019,"2009/77/EC, Reg. (EU) No 540/2011",,PL,EL,COM,Reg. (EC) No 149/2008,,,,,,,Not appl.,Dir 09/77,,0.43 mg/kg bw/day,Dir 09/77,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","ES, SK"
551,Chlorthal-dimethyl,HB,Not approved,,,2009/715/EC,,,,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) No 899/2012",,,,0.01 mg/kg bw/day,DAR ´07,,0.5 mg/kg bw,DAR ´07,,,,,,
552,Chlorthiamid,HB,Not approved,,,2002/2076,,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 899/2012",,,,,,,,,,,,,Acute Tox. 4 - H302,
1357,Chlorthiophos,IN,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,"Acute Tox. 2 - H300, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",
553,Chlozolinate,FU,Not approved,,,2000/626/EC,,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/868",,,,0.1 mg/kg bw/day,ECCO 1999,,,,,,,,"Aquatic Chronic 2 - H411, Carc. 2 - H351",
554,Cholecalciferol,RO,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,"Acute Tox. 2 - H300, Acute Tox. 2 - H310, Acute Tox. 2 - H330, STOT RE 1 - H372",
1021,Choline chloride,RO,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,
1459,Choline Phosphonate,FU,Pending,,,,,BE,,,,,,,,,,,,,,,,,
1213,Chromafenozide,IN,Approved,01/04/2015,31/03/2025,"Dossier complete 06/586/EC, Reg. (EU) No 51/2015",,HU,MT,EFSA,"Reg. (EC) No 839/2008, Reg. (EU) 2020/785, Regulation (EU) 2015/401",,,,0.27 mg/kg bw/day,Reg. (EU) No 51/2015,,Not appl.,Reg. (EU) No 51/2015,,0.26 mg/kg bw/day,Reg. (EU) No 51/2015,,,
1213,Chromafenozide,IN,Approved,01/04/2015,31/03/2025,"Dossier complete 06/586/EC, Reg. (EU) No 51/2015",,CZ,MT,EFSA,"Reg. (EC) No 839/2008, Reg. (EU) 2020/785, Regulation (EU) 2015/401",,,,0.27 mg/kg bw/day,Reg. (EU) No 51/2015,,Not appl.,Reg. (EU) No 51/2015,,0.26 mg/kg bw/day,Reg. (EU) No 51/2015,,,
1279,Chromobacterium subtsugae PRAA4-1T,,Not approved,,,,Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 17/07/2015<br />Application withdrawn,NL,,,,,,,,,,,,,,,,,
555,Cinidon ethyl,HB,Not approved,,,"02/64/EC, Reg. (EU) No 1134/2011, Reg. (EU) No 540/2011",Non renewal voted in September 2011. Max period of grace: 31 March 2014.,HU,UK,,"Reg. (EC) No 149/2008, Reg. (EU) 2017/170",,,,0.01 mg/kg bw/day,02/64/EC,,Not appl.,02/64/EC,,0.02 mg/kg bw/day,02/64/EC,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, Skin Sens. 1 - H317",NL
556,Cinosulfuron,HB,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,
557,cis-Zeatin,PG,Not approved,,,,Plant extract,,,,,,,,,,,,,,,,,,
558,Citrus extract,,Not approved,,,,Never notified and authorised in the EU,,,,,,,,,,,,,,,,,,
559,Citrus extract/grapefruit extract,,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,
560,Citrus extract/grapefruit seed extract,,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,
1225,Clayed charcoal,,Approved,,,Reg. (EU) 2017/428,Function: protectant,,,,Reg. (EU) 2017/1777,,Yes,,,,,,,,,,,,
561,Clethodim,HB,Approved,01/06/2011,31/05/2023,"2008/934/EC, 2011/21/EU, Reg. (EU) No 2018/1266, Reg. (EU) No 540/2011, Reg. (EU) No 87/2012",,SE,LT,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008",,,,0.16 mg/kg bw/day,EFSA 11,,Not appl.,EFSA 11,,0.2 mg/kg bw/day,EFSA 11,,"Acute Tox. 4 - H302, Aquatic Chronic 3 - H412, Skin Sens. 1 - H317","AT, BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK, UK"
562,Clodinafop,HB,Approved,01/02/2007,30/04/2022,"06/39/EC, Reg. (EU) 2018/524, Reg. (EU) 2019/168, Reg. (EU) 2020/421, Reg. (EU) 2021/566, Reg. (EU) No 487/2014, Reg. (EU) No 540/2011",The original RMS was the Netherlands.<br /><br />,EL,DE,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) No 777/2013",,,,0.003 mg/kg bw/day,Dir 06/39,,0.05 mg/kg bw,Dir 06/39,,0.026 mg/kg bw/day,Dir 06/39,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, STOT RE 2 - H373, Skin Sens. 1 - H317","BG, CY, DE, DK, EL, ES, FR, HR, IE, IT, NL, PL, PT, RO, UK"
563,Clofencet,PG,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,
564,Clofentezine,AC,Approved,01/01/2009,31/12/2021,"2010/39/EU, Reg (EU) 2018/1796, Reg (EU) 2019/1589, Reg. (EU) 2020/1511, Reg. (EU) No 540/2011",Original inclusion Directive 2008/69/EC</a> <br /><br />The original RMS was the,ES,NL,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2015/846",,,,0.02 mg/kg bw/day,Dir 08/69,,Not appl.,Dir 08/69,,0.01 mg/kg bw/day,Dir 08/69,,,"BE, BG, CY, DE, EL, ES, HR, IE, IT, LU, NL, PL, PT, RO, SI, SK, UK"
565,Clomazone,HB,Approved,01/11/2008,31/10/2021,"2007/76, Reg. (EU) 2018/1262, Reg. (EU) 2019/1589, Reg. (EU) 2020/1511, Reg. (EU) No 540/2011",,DK,DE,EFSA,"Reg. (EC) No 1050/2009, Reg. (EC) No 839/2008, Reg. (EU) 2019/50, Reg. (EU) No 777/2013",,,,0.133 mg/kg bw/day,Dir 07/76,,Not appl.,Dir 07/76,,0.133 mg/kg bw/day,Dir 07/76,,,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK, UK"
981,Clomeprop,HB,Not approved,,,,Never notified and authorised in the EU,,,,,,,,,,,,,,,,,,
766,Clonostachys rosea strain J1446 (Gliocladium catenulatum strain J1446),FU,Approved,01/04/2019,31/03/2034,"05/2/EC, Reg. (EU) 2017/841, Reg. (EU) 2019/151, Reg. (EU) No 2018/917, Reg. (EU) No 540/2011",<p>The original RMS was Finland.<br /> </p>,HU,NL,EFSA,Reg. (EU) 2019/977,,,Yes,Not appl.,Reg. (EU) 2019/151,,Not appl.,Reg. (EU) 2019/151,,Not appl.,Reg. (EU) 2019/151,,,"BE, CY, DE, DK, EE, ES, FI, FR, IE, NL, PL, SE, SI, UK"
566,Clopyralid,HB,Approved,01/05/2007,30/04/2022,"06/64/EC, Reg. (EU) 2018/524, Reg. (EU) 2019/168, Reg. (EU) 2020/421, Reg. (EU) 2021/566, Reg. (EU) No 540/2011, Reg. (EU) No 678/2014",,FI,PL,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2018/1514, Reg. (EU) No 322/2012",,,,0.15 mg/kg bw/day,Dir 06/64,,Not appl.,Dir 06/64,,1.0 mg/kg bw/day,Dir 06/64,,Eye Dam. 1 - H318,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK, UK"
567,Cloquintocet mexyl,SA,Not yet assessed at EU level,,,,Not in the scope Dir. 91/414/EEC (not a plant protection product),,,,,,,,,,,,,,,,,,"AT, BE, BG, DE, EE, EL, HU, IT, LU, PT, RO, SK, UK"
